inspection_score,inspection_type,violation_id,violation_description,risk_category
80,Routine - Unscheduled,95592_20180625_103129,Insufficient hot water or running water,Moderate Risk
82,Routine - Unscheduled,88087_20171113_103103,High risk food holding temperature,High Risk
87,Routine - Unscheduled,33442_20180131_103145,Improper storage of equipment utensils or linens,Low Risk
89,Routine - Unscheduled,10235_20180417_103144,Unapproved or unmaintained equipment or utensils,Low Risk
86,Routine - Unscheduled,11492_20180417_103154,Unclean or degraded floors walls or ceilings,Low Risk
92,Routine - Unscheduled,79069_20170821_103145,Improper storage of equipment utensils or linens,Low Risk
92,Routine - Unscheduled,79069_20170821_103145,Improper storage of equipment utensils or linens,Low Risk
100,Routine - Unscheduled,95_20180509_103100,None,No Risk
82,Routine - Unscheduled,38070_20181026_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
96,Routine - Unscheduled,85809_20171110_103144,Unapproved or unmaintained equipment or utensils,Low Risk
76,Routine - Unscheduled,59826_20180621_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
76,Routine - Unscheduled,39608_20180627_103102,Unclean hands or improper use of gloves,High Risk
92,Routine - Unscheduled,782_20180413_103131,Moderate risk vermin infestation,Moderate Risk
83,Routine - Unscheduled,19131_20171114_103154,Unclean or degraded floors walls or ceilings,Low Risk
100,Routine - Unscheduled,95_20180509_103100,None,No Risk
98,Routine - Unscheduled,69214_20180126_103142,Unclean nonfood contact surfaces,Low Risk
74,Routine - Unscheduled,87551_20171114_103127,Noncompliance with HAACP plan or variance,Moderate Risk
69,Routine - Unscheduled,81651_20171108_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
96,Routine - Unscheduled,81134_20171109_103120,Moderate risk food holding temperature,Moderate Risk
69,Routine - Unscheduled,19357_20180116_103123,Food in poor condition,Moderate Risk
86,Routine - Unscheduled,86643_20160303_103120,Moderate risk food holding temperature,Moderate Risk
88,Routine - Unscheduled,75526_20171108_103139,Improper food storage,Low Risk
77,Routine - Unscheduled,80493_20180807_103103,High risk food holding temperature,High Risk
96,Routine - Unscheduled,82429_20171114_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
89,Routine - Unscheduled,60616_20171114_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
90,Routine - Unscheduled,32570_20171115_103139,Improper food storage,Low Risk
94,Routine - Unscheduled,37232_20180126_103144,Unapproved or unmaintained equipment or utensils,Low Risk
90,Routine - Unscheduled,85927_20180622_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
76,Routine - Unscheduled,81886_20180418_103144,Unapproved or unmaintained equipment or utensils,Low Risk
74,Routine - Unscheduled,3522_20171109_103142,Unclean nonfood contact surfaces,Low Risk
85,Routine - Unscheduled,670_20180413_103156,Permit license or inspection report not posted,Low Risk
87,Routine - Unscheduled,76962_20160329_103105,Improper cooling methods,High Risk
71,Routine - Unscheduled,36744_20160121_103114,High risk vermin infestation,High Risk
90,Routine - Unscheduled,69664_20180413_103150,Improper or defective plumbing,Low Risk
76,Routine - Unscheduled,57579_20180417_103133,Foods not protected from contamination,Moderate Risk
77,Routine - Unscheduled,89497_20180622_103144,Unapproved or unmaintained equipment or utensils,Low Risk
86,Routine - Unscheduled,3121_20180417_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
72,Routine - Unscheduled,2785_20180418_103109,Unclean or unsanitary food contact surfaces,High Risk
90,Routine - Unscheduled,5025_20180405_103142,Unclean nonfood contact surfaces,Low Risk
92,Routine - Unscheduled,81680_20171106_103161,Low risk vermin infestation,Low Risk
98,Routine - Unscheduled,85097_20180412_103139,Improper food storage,Low Risk
69,Routine - Unscheduled,19357_20180116_103158,Unpermitted food facility,Low Risk
96,Routine - Unscheduled,90929_20180627_103129,Insufficient hot water or running water,Moderate Risk
74,Routine - Unscheduled,85824_20151208_103134,Other moderate risk violation,Moderate Risk
92,Routine - Unscheduled,36473_20171109_103161,Low risk vermin infestation,Low Risk
78,Routine - Unscheduled,62632_20180123_103114,High risk vermin infestation,High Risk
94,Routine - Unscheduled,90378_20180817_103154,Unclean or degraded floors walls or ceilings,Low Risk
94,Routine - Unscheduled,85987_20180412_103132,Improper thawing methods,Moderate Risk
68,Routine - Unscheduled,78019_20180530_103105,Improper cooling methods,High Risk
86,Routine - Unscheduled,79626_20171108_103142,Unclean nonfood contact surfaces,Low Risk
89,Routine - Unscheduled,24534_20180129_103120,Moderate risk food holding temperature,Moderate Risk
60,Routine - Unscheduled,89141_20180626_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
90,Routine - Unscheduled,247_20180622_103148,No thermometers or uncalibrated thermometers,Low Risk
90,Routine - Unscheduled,972_20171114_103120,Moderate risk food holding temperature,Moderate Risk
80,Routine - Unscheduled,1296_20160209_103154,Unclean or degraded floors walls or ceilings,Low Risk
92,Routine - Unscheduled,91103_20180622_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
88,Routine - Unscheduled,94061_20181022_103118,Employee eating or smoking,Moderate Risk
77,Routine - Unscheduled,86306_20160516_103114,High risk vermin infestation,High Risk
85,Routine - Unscheduled,2421_20171113_103131,Moderate risk vermin infestation,Moderate Risk
86,Routine - Unscheduled,10990_20171114_103139,Improper food storage,Low Risk
92,Routine - Unscheduled,38485_20180620_103120,Moderate risk food holding temperature,Moderate Risk
87,Routine - Unscheduled,9298_20181025_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
83,Routine - Unscheduled,6660_20181023_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
96,Routine - Unscheduled,90060_20180622_103156,Permit license or inspection report not posted,Low Risk
80,Routine - Unscheduled,77054_20180124_103154,Unclean or degraded floors walls or ceilings,Low Risk
100,Routine - Unscheduled,95_20180509_103100,None,No Risk
90,Routine - Unscheduled,86845_20160329_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
71,Routine - Unscheduled,36744_20160121_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
90,Routine - Unscheduled,89025_20171003_103154,Unclean or degraded floors walls or ceilings,Low Risk
89,Routine - Unscheduled,82095_20180125_103105,Improper cooling methods,High Risk
83,Routine - Unscheduled,7747_20180622_103150,Improper or defective plumbing,Low Risk
98,Routine - Unscheduled,32733_20181024_103145,Improper storage of equipment utensils or linens,Low Risk
96,Routine - Unscheduled,18824_20180130_103157,Food safety certificate or food handler card not available,Low Risk
98,Routine - Unscheduled,30156_20181025_103150,Improper or defective plumbing,Low Risk
87,Routine - Unscheduled,2233_20171108_103102,Unclean hands or improper use of gloves,High Risk
79,Routine - Unscheduled,82485_20180411_103144,Unapproved or unmaintained equipment or utensils,Low Risk
74,Routine - Unscheduled,87551_20171114_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
82,Routine - Unscheduled,91008_20180816_103102,Unclean hands or improper use of gloves,High Risk
76,Routine - Unscheduled,39608_20180627_103161,Low risk vermin infestation,Low Risk
92,Routine - Unscheduled,27799_20180130_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
81,Routine - Unscheduled,81509_20180126_103144,Unapproved or unmaintained equipment or utensils,Low Risk
86,Routine - Unscheduled,87778_20171113_103138,Improper storage use or identification of toxic substances,Low Risk
90,Routine - Unscheduled,7493_20171114_103131,Moderate risk vermin infestation,Moderate Risk
88,Routine - Unscheduled,2798_20180716_103139,Improper food storage,Low Risk
94,Routine - Unscheduled,93912_20180105_103154,Unclean or degraded floors walls or ceilings,Low Risk
90,Routine - Unscheduled,65901_20171108_103131,Moderate risk vermin infestation,Moderate Risk
80,Routine - Unscheduled,1796_20171114_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
90,Routine - Unscheduled,3189_20180418_103144,Unapproved or unmaintained equipment or utensils,Low Risk
92,Routine - Unscheduled,101_20180129_103129,Insufficient hot water or running water,Moderate Risk
88,Routine - Unscheduled,75526_20171108_103161,Low risk vermin infestation,Low Risk
74,Routine - Unscheduled,3522_20171109_103154,Unclean or degraded floors walls or ceilings,Low Risk
78,Routine - Unscheduled,7643_20180416_103145,Improper storage of equipment utensils or linens,Low Risk
86,Routine - Unscheduled,81719_20180412_103120,Moderate risk food holding temperature,Moderate Risk
85,Routine - Unscheduled,2421_20171113_103145,Improper storage of equipment utensils or linens,Low Risk
81,Routine - Unscheduled,74084_20180130_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
84,Routine - Unscheduled,4789_20180417_103154,Unclean or degraded floors walls or ceilings,Low Risk
88,Routine - Unscheduled,93234_20171103_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
90,Routine - Unscheduled,85327_20180411_103133,Foods not protected from contamination,Moderate Risk
90,Routine - Unscheduled,65770_20180626_103120,Moderate risk food holding temperature,Moderate Risk
96,Routine - Unscheduled,64161_20180416_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
69,Routine - Unscheduled,66705_20180416_103132,Improper thawing methods,Moderate Risk
74,Routine - Unscheduled,2995_20170809_103125,Noncompliance with shell fish tags or display,Moderate Risk
75,Routine - Unscheduled,86868_20181031_103144,Unapproved or unmaintained equipment or utensils,Low Risk
81,Routine - Unscheduled,4907_20171108_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
86,Routine - Unscheduled,431_20180417_103131,Moderate risk vermin infestation,Moderate Risk
72,Routine - Unscheduled,79729_20160219_103133,Foods not protected from contamination,Moderate Risk
86,Routine - Unscheduled,87281_20180815_103142,Unclean nonfood contact surfaces,Low Risk
81,Routine - Unscheduled,60331_20171113_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
90,Routine - Unscheduled,90212_20180125_103161,Low risk vermin infestation,Low Risk
84,Routine - Unscheduled,77852_20180130_103154,Unclean or degraded floors walls or ceilings,Low Risk
55,Routine - Unscheduled,91843_20180822_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
85,Routine - Unscheduled,72164_20181029_103103,High risk food holding temperature,High Risk
79,Routine - Unscheduled,7711_20170628_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
70,Routine - Unscheduled,79390_20181031_103132,Improper thawing methods,Moderate Risk
73,Routine - Unscheduled,3862_20170905_103156,Permit license or inspection report not posted,Low Risk
89,Routine - Unscheduled,4434_20171108_103109,Unclean or unsanitary food contact surfaces,High Risk
86,Routine - Unscheduled,64154_20171109_103120,Moderate risk food holding temperature,Moderate Risk
90,Routine - Unscheduled,86659_20160914_103138,Improper storage use or identification of toxic substances,Low Risk
86,Routine - Unscheduled,89071_20180418_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
74,Routine - Unscheduled,92438_20180820_103145,Improper storage of equipment utensils or linens,Low Risk
85,Routine - Unscheduled,33916_20171114_103103,High risk food holding temperature,High Risk
86,Routine - Unscheduled,86224_20171024_103114,High risk vermin infestation,High Risk
83,Routine - Unscheduled,87799_20171114_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
76,Routine - Unscheduled,89826_20180126_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
75,Routine - Unscheduled,76950_20180618_103157,Food safety certificate or food handler card not available,Low Risk
92,Routine - Unscheduled,70562_20180220_103145,Improper storage of equipment utensils or linens,Low Risk
87,Routine - Unscheduled,89386_20180817_103108,Contaminated or adulterated food,High Risk
92,Routine - Unscheduled,32818_20171116_103141,Improper food labeling or menu misrepresentation,Low Risk
83,Routine - Unscheduled,7762_20180622_103154,Unclean or degraded floors walls or ceilings,Low Risk
80,Routine - Unscheduled,2418_20171113_103103,High risk food holding temperature,High Risk
77,Routine - Unscheduled,3095_20180417_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
96,Routine - Unscheduled,82429_20180622_103154,Unclean or degraded floors walls or ceilings,Low Risk
85,Routine - Unscheduled,9684_20180418_103152,Unclean unmaintained or improperly constructed toilet facilities,Low Risk
72,Routine - Unscheduled,77960_20170105_103103,High risk food holding temperature,High Risk
100,Routine - Unscheduled,95_20180509_103100,None,No Risk
88,Routine - Unscheduled,86168_20160223_103139,Improper food storage,Low Risk
83,Routine - Unscheduled,1973_20181105_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
64,Routine - Unscheduled,69282_20180417_103133,Foods not protected from contamination,Moderate Risk
86,Routine - Unscheduled,87778_20171113_103150,Improper or defective plumbing,Low Risk
87,Routine - Unscheduled,82806_20171108_103142,Unclean nonfood contact surfaces,Low Risk
